cell_label,x,y,celltype_F,celltype_F_class,area
25849,12949,19261,Oligo,Non-neuronal,FI
25850,14821,19261,Oligo,Non-neuronal,FI
25852,15510,19264,Oligo,Non-neuronal,FI
25854,6450,19266,PVALB,Inhibitory,FI
25855,18535,19265,Oligo,Non-neuronal,FI
25856,18889,19266,Oligo,Non-neuronal,FI
25857,7215,19267,PVALB,Inhibitory,FI
25859,14948,19267,Oligo,Non-neuronal,FI
25860,8155,19268,OPC,Non-neuronal,FI
25862,16518,19268,Micro/PVM,Non-neuronal,FI
25863,17481,19268,Oligo,Non-neuronal,FI
25865,19797,19268,Oligo,Non-neuronal,FI
25867,14397,19271,Oligo,Non-neuronal,FI
25868,9175,19271,Oligo,Non-neuronal,FI
25872,11948,19274,Oligo,Non-neuronal,FI
25873,12915,19274,Oligo,Non-neuronal,FI
25874,14619,19274,Oligo,Non-neuronal,FI
25875,7555,19276,Oligo,Non-neuronal,FI
25876,12507,19276,Oligo,Non-neuronal,FI
25877,17376,19275,Oligo,Non-neuronal,FI
25878,17834,19276,Oligo,Non-neuronal,FI
25879,14878,19277,Oligo,Non-neuronal,FI
25881,15468,19278,Oligo,Non-neuronal,FI
25882,19041,19278,Oligo,Non-neuronal,FI
25884,10391,19279,Oligo,Non-neuronal,FI
25885,15650,19279,Oligo,Non-neuronal,FI
25886,18108,19279,Oligo,Non-neuronal,FI
25887,18409,19280,Oligo,Non-neuronal,FI
25889,10226,19281,L5 IT,Excitatory,FI
25890,17629,19282,Oligo,Non-neuronal,FI
25892,8031,19284,LAMP5 LHX6,Inhibitory,FI
25893,8435,19284,L5 IT,Excitatory,FI
25895,12736,19285,Oligo,Non-neuronal,FI
25896,15897,19284,Oligo,Non-neuronal,FI
25897,7397,19287,Oligo,Non-neuronal,FI
25901,13140,19287,Oligo,Non-neuronal,FI
25902,8508,19291,Oligo,Non-neuronal,FI
25903,13733,19290,Oligo,Non-neuronal,FI
25904,18754,19289,Oligo,Non-neuronal,FI
25905,13268,19292,Oligo,Non-neuronal,FI
25907,6651,19293,Micro/PVM,Non-neuronal,FI
25909,14697,19295,Oligo,Non-neuronal,FI
25911,6018,19295,L2/3 IT,Excitatory,FI
25912,13318,19295,Oligo,Non-neuronal,FI
25913,17582,19297,Oligo,Non-neuronal,FI
25914,18549,19300,Oligo,Non-neuronal,FI
25916,6344,19299,L5/6 NP,Excitatory,FI
25918,19379,19299,Oligo,Non-neuronal,FI
25921,12358,19300,Oligo,Non-neuronal,FI
25922,16508,19299,Oligo,Non-neuronal,FI
25925,12006,19304,Oligo,Non-neuronal,FI
25928,19155,19305,Oligo,Non-neuronal,FI
25929,9780,19308,L6 IT,Excitatory,FI
25930,14871,19308,Oligo,Non-neuronal,FI
25932,16221,19310,Oligo,Non-neuronal,FI
25933,17899,19310,Oligo,Non-neuronal,FI
25935,13230,19312,Oligo,Non-neuronal,FI
25936,16033,19312,Oligo,Non-neuronal,FI
25938,16732,19314,Oligo,Non-neuronal,FI
25939,18970,19315,Oligo,Non-neuronal,FI
25940,19502,19317,Oligo,Non-neuronal,FI
25941,10686,19317,Oligo,Non-neuronal,FI
25942,17958,19316,Oligo,Non-neuronal,FI
25945,17081,19319,Oligo,Non-neuronal,FI
25946,13814,19320,Oligo,Non-neuronal,FI
25947,14476,19320,Oligo,Non-neuronal,FI
25948,15889,19320,Oligo,Non-neuronal,FI
25951,17720,19321,Oligo,Non-neuronal,FI
25952,8820,19326,Oligo,Non-neuronal,FI
25955,8641,19325,Oligo,Non-neuronal,FI
25956,9188,19325,Oligo,Non-neuronal,FI
25957,14111,19325,Oligo,Non-neuronal,FI
25958,15572,19325,Oligo,Non-neuronal,FI
25959,16806,19325,Oligo,Non-neuronal,FI
25965,16847,19331,Oligo,Non-neuronal,FI
25966,8987,19332,L5/6 NP,Excitatory,FI
25968,17499,19330,Oligo,Non-neuronal,FI
25971,14250,19335,Oligo,Non-neuronal,FI
25973,6288,19338,Micro/PVM,Non-neuronal,FI
25976,12551,19338,Oligo,Non-neuronal,FI
25977,14906,19338,Oligo,Non-neuronal,FI
25979,8051,19339,Oligo,Non-neuronal,FI
25980,9270,19340,L5/6 NP,Excitatory,FI
25981,15614,19339,Oligo,Non-neuronal,FI
25982,17524,19341,Oligo,Non-neuronal,FI
25983,18376,19339,Oligo,Non-neuronal,FI
25984,19879,19339,Oligo,Non-neuronal,FI
25986,14770,19342,Oligo,Non-neuronal,FI
25988,18598,19340,Oligo,Non-neuronal,FI
25991,9487,19344,Oligo,Non-neuronal,FI
25993,15966,19344,Oligo,Non-neuronal,FI
25995,5812,19347,L2/3 IT,Excitatory,FI
25996,6719,19347,L4 IT,Excitatory,FI
26000,14680,19346,Oligo,Non-neuronal,FI
26001,16083,19347,Oligo,Non-neuronal,FI
26002,14404,19349,Oligo,Non-neuronal,FI
26004,17299,19348,Oligo,Non-neuronal,FI
26005,11162,19350,Oligo,Non-neuronal,FI
26007,6327,19351,Oligo,Non-neuronal,FI
26009,17266,19352,OPC,Non-neuronal,FI
26011,9157,19354,L5/6 NP,Excitatory,FI
26013,6683,19355,L6 IT Car3,Excitatory,FI
26014,16257,19355,Oligo,Non-neuronal,FI
26015,16989,19354,Oligo,Non-neuronal,FI
26016,17815,19355,Oligo,Non-neuronal,FI
26017,18576,19355,Oligo,Non-neuronal,FI
26018,16458,19356,Micro/PVM,Non-neuronal,FI
26019,8762,19361,Oligo,Non-neuronal,FI
26021,19825,19360,Oligo,Non-neuronal,FI
26022,13577,19362,Oligo,Non-neuronal,FI
26023,13818,19363,Oligo,Non-neuronal,FI
26025,18492,19363,Oligo,Non-neuronal,FI
26026,8245,19364,Astro,Non-neuronal,FI
26027,9448,19364,Oligo,Non-neuronal,FI
26028,17240,19364,Oligo,Non-neuronal,FI
26030,12456,19367,Oligo,Non-neuronal,FI
26031,9126,19368,L5 ET,Excitatory,FI
26035,12538,19369,Oligo,Non-neuronal,FI
26036,6306,19371,Oligo,Non-neuronal,FI
26039,18854,19372,Oligo,Non-neuronal,FI
26040,5963,19376,Oligo,Non-neuronal,FI
26041,8690,19373,LAMP5 LHX6,Inhibitory,FI
26042,7994,19375,VIP,Inhibitory,FI
26044,17627,19376,Oligo,Non-neuronal,FI
26045,7571,19378,L4 IT,Excitatory,FI
26048,16400,19378,Oligo,Non-neuronal,FI
26049,17278,19378,Oligo,Non-neuronal,FI
26050,17485,19377,Oligo,Non-neuronal,FI
26052,17996,19381,Oligo,Non-neuronal,FI
26053,9475,19381,Oligo,Non-neuronal,FI
26055,18054,19381,Oligo,Non-neuronal,FI
26057,11884,19382,Oligo,Non-neuronal,FI
26060,6790,19386,L6 IT Car3,Excitatory,FI
26061,18312,19385,SST,Inhibitory,FI
26062,7903,19387,SST,Inhibitory,FI
26066,9443,19392,Oligo,Non-neuronal,FI
26067,17864,19391,Oligo,Non-neuronal,FI
