cell_label,x,y,celltype_F,celltype_F_class,area
10620,23072,2395,L4 IT,Excitatory,V1C
10625,4681,2396,L2/3 IT,Excitatory,V1C
10626,10083,2395,L2/3 IT,Excitatory,V1C
10630,21074,2395,Astro,Non-neuronal,V1C
10631,21671,2395,PVALB,Inhibitory,V1C
10633,28886,2397,L4 IT,Excitatory,V1C
10635,8274,2397,L2/3 IT,Excitatory,V1C
10637,19855,2398,Astro,Non-neuronal,V1C
10638,23090,2398,L4 IT,Excitatory,V1C
10642,34247,2397,L6 CT,Excitatory,V1C
10643,7116,2399,L2/3 IT,Excitatory,V1C
10646,33592,2400,L4 IT,Excitatory,V1C
10650,10683,2402,L2/3 IT,Excitatory,V1C
10660,33947,2401,L2/3 IT,Excitatory,V1C
10672,22073,2404,OPC,Non-neuronal,V1C
10674,31560,2405,L4 IT,Excitatory,V1C
10676,8042,2406,L2/3 IT,Excitatory,V1C
10679,13379,2406,OPC,Non-neuronal,V1C
10680,15520,2407,Micro/PVM,Non-neuronal,V1C
10681,17560,2407,L4 IT,Excitatory,V1C
10687,31663,2407,L2/3 IT,Excitatory,V1C
10689,2929,2409,L2/3 IT,Excitatory,V1C
10694,11989,2410,L5 IT,Excitatory,V1C
10697,28124,2410,L4 IT,Excitatory,V1C
10704,2972,2413,L2/3 IT,Excitatory,V1C
10710,5960,2415,Astro,Non-neuronal,V1C
10714,24248,2413,Micro/PVM,Non-neuronal,V1C
10717,3503,2418,Astro,Non-neuronal,V1C
10718,4009,2417,Astro,Non-neuronal,V1C
10719,8644,2417,L2/3 IT,Excitatory,V1C
10720,13492,2418,Oligo,Non-neuronal,V1C
10731,7736,2419,L2/3 IT,Excitatory,V1C
10734,15122,2420,Astro,Non-neuronal,V1C
10736,21977,2419,Micro/PVM,Non-neuronal,V1C
10738,33495,2420,L4 IT,Excitatory,V1C
10745,22657,2421,Micro/PVM,Non-neuronal,V1C
10746,24279,2420,L2/3 IT,Excitatory,V1C
10748,34174,2420,L2/3 IT,Excitatory,V1C
10749,34458,2421,Chandelier,Inhibitory,V1C
10761,34782,2423,Astro,Non-neuronal,V1C
10762,11344,2423,Astro,Non-neuronal,V1C
10771,4979,2428,L2/3 IT,Excitatory,V1C
10773,10638,2427,L2/3 IT,Excitatory,V1C
10778,32312,2428,Oligo,Non-neuronal,V1C
10781,22487,2428,L4 IT,Excitatory,V1C
10782,26095,2430,Oligo,Non-neuronal,V1C
10785,31991,2429,L5 ET,Excitatory,V1C
10789,2126,2431,L2/3 IT,Excitatory,V1C
10790,11085,2432,L2/3 IT,Excitatory,V1C
10794,25627,2431,Astro,Non-neuronal,V1C
10797,34118,2431,L4 IT,Excitatory,V1C
10799,2654,2434,L2/3 IT,Excitatory,V1C
10800,8412,2433,L4 IT,Excitatory,V1C
10808,32935,2433,LAMP5 LHX6,Inhibitory,V1C
10811,6236,2435,LAMP5,Inhibitory,V1C
10812,12933,2435,L2/3 IT,Excitatory,V1C
10820,6738,2438,SST,Inhibitory,V1C
10821,10914,2438,Micro/PVM,Non-neuronal,V1C
10823,14676,2438,Oligo,Non-neuronal,V1C
10828,31222,2438,L4 IT,Excitatory,V1C
10829,4721,2441,Astro,Non-neuronal,V1C
10830,10305,2441,LAMP5,Inhibitory,V1C
10834,18512,2439,Astro,Non-neuronal,V1C
10836,23888,2441,L2/3 IT,Excitatory,V1C
10838,32397,2441,Astro,Non-neuronal,V1C
10839,33015,2440,Oligo,Non-neuronal,V1C
10846,7504,2444,L4 IT,Excitatory,V1C
10853,33035,2443,L4 IT,Excitatory,V1C
10854,33771,2444,L2/3 IT,Excitatory,V1C
10856,5587,2446,L2/3 IT,Excitatory,V1C
10858,11205,2445,Astro,Non-neuronal,V1C
10860,18413,2446,Micro/PVM,Non-neuronal,V1C
10863,3137,2448,L2/3 IT,Excitatory,V1C
10864,10505,2448,L2/3 IT,Excitatory,V1C
10868,20525,2447,Astro,Non-neuronal,V1C
10870,25269,2447,SST,Inhibitory,V1C
10874,4154,2448,SST,Inhibitory,V1C
10875,5091,2449,L4 IT,Excitatory,V1C
10878,23706,2448,L2/3 IT,Excitatory,V1C
10882,2106,2451,L2/3 IT,Excitatory,V1C
10887,25008,2451,L2/3 IT,Excitatory,V1C
10889,32848,2451,L5 IT,Excitatory,V1C
