,x,y,celltype_F,rotated_x,rotated_y
9899,17524,8794,L4 IT,17524.0,8794.0
9923,16045,8805,L4 IT,16045.0,8805.0
9927,16236,8805,L4 IT,16236.0,8805.0
9932,18992,8808,L6 IT,18992.0,8808.0
9937,15727,8809,SST,15727.0,8809.0
9945,18726,8812,Oligo,18726.0,8812.0
9955,18223,8816,Oligo,18223.0,8816.0
9975,17811,8830,Micro/PVM,17811.0,8830.0
9977,18736,8832,L5 IT,18736.0,8832.0
9985,16028,8835,L5 IT,16028.0,8835.0
9992,15993,8836,L5 IT,15993.0,8836.0
9993,16789,8838,Micro/PVM,16789.0,8838.0
10003,18516,8842,L4 IT,18516.0,8842.0
10019,16211,8853,L4 IT,16211.0,8853.0
10020,17744,8853,L6B,17744.0,8853.0
10034,16008,8860,Oligo,16008.0,8860.0
10041,15298,8862,L6 CT,15298.0,8862.0
10042,18578,8863,Astro,18578.0,8863.0
10046,16285,8867,Micro/PVM,16285.0,8867.0
10054,17233,8871,L4 IT,17233.0,8871.0
10062,15082,8875,Astro,15082.0,8875.0
10066,16753,8880,PVALB,16753.0,8880.0
10085,18551,8890,L6 IT Car3,18551.0,8890.0
10092,15667,8893,Oligo,15667.0,8893.0
10093,16201,8892,L4 IT,16201.0,8892.0
10122,15241,8908,SNCG,15241.0,8908.0
10123,16287,8906,L2/3 IT,16287.0,8906.0
10131,19000,8911,L5/6 NP,19000.0,8911.0
10137,18525,8916,VIP,18525.0,8916.0
10154,18701,8923,Chandelier,18701.0,8923.0
10158,16460,8924,Astro,16460.0,8924.0
10173,18279,8931,L4 IT,18279.0,8931.0
10198,15256,8942,VIP,15256.0,8942.0
10199,15705,8943,OPC,15705.0,8943.0
10208,15188,8950,L5/6 NP,15188.0,8950.0
10209,18555,8949,L6B,18555.0,8949.0
10225,15670,8957,L6 CT,15670.0,8957.0
10226,16192,8956,VIP,16192.0,8956.0
10227,18135,8957,OPC,18135.0,8957.0
10231,15620,8958,Micro/PVM,15620.0,8958.0
10240,16912,8961,Micro/PVM,16912.0,8961.0
10247,17041,8966,L4 IT,17041.0,8966.0
10261,18900,8974,PVALB,18900.0,8974.0
10268,15202,8980,L4 IT,15202.0,8980.0
10273,17135,8985,L2/3 IT,17135.0,8985.0
10281,18199,8989,L6 CT,18199.0,8989.0
10292,15521,8995,L2/3 IT,15521.0,8995.0
10293,18914,8995,L6 IT Car3,18914.0,8995.0
10297,17039,8998,VIP,17039.0,8998.0
10317,18220,9008,L4 IT,18220.0,9008.0
10336,16400,9019,OPC,16400.0,9019.0
10337,17297,9020,SST CHODL,17297.0,9020.0
10340,18575,9022,SNCG,18575.0,9022.0
10357,16448,9031,Oligo,16448.0,9031.0
10381,18448,9049,PVALB,18448.0,9049.0
10386,17961,9051,Oligo,17961.0,9051.0
10387,18180,9049,PVALB,18180.0,9049.0
10392,17005,9052,L4 IT,17005.0,9052.0
10394,15535,9058,L4 IT,15535.0,9058.0
10396,15038,9060,L6 CT,15038.0,9060.0
