,x,y,celltype_F,rotated_x,rotated_y
16759,22936,11605,Oligo,22936.0,11605.0
16765,20976,11607,Micro/PVM,20976.0,11607.0
16772,22243,11609,Oligo,22243.0,11609.0
16796,21249,11621,Oligo,21249.0,11621.0
16797,21420,11620,L2/3 IT,21420.0,11620.0
16799,23827,11622,Oligo,23827.0,11622.0
16804,22960,11624,Astro,22960.0,11624.0
16809,21088,11632,OPC,21088.0,11632.0
16850,20599,11650,Oligo,20599.0,11650.0
16851,21502,11650,Oligo,21502.0,11650.0
16882,22845,11668,Oligo,22845.0,11668.0
16897,20235,11676,Oligo,20235.0,11676.0
16898,21489,11676,Astro,21489.0,11676.0
16899,22236,11676,Astro,22236.0,11676.0
16922,21293,11684,Oligo,21293.0,11684.0
16937,22393,11696,Astro,22393.0,11696.0
16948,20243,11700,Oligo,20243.0,11700.0
16961,20106,11704,Oligo,20106.0,11704.0
16962,20697,11703,Oligo,20697.0,11703.0
16971,22860,11709,Oligo,22860.0,11709.0
16973,23821,11709,OPC,23821.0,11709.0
16984,20058,11716,Oligo,20058.0,11716.0
16985,20959,11715,Oligo,20959.0,11715.0
16988,23014,11716,Oligo,23014.0,11716.0
16990,21151,11718,Oligo,21151.0,11718.0
16995,21065,11721,Oligo,21065.0,11721.0
16996,22075,11720,SST CHODL,22075.0,11720.0
17006,21673,11726,Oligo,21673.0,11726.0
17016,22118,11730,SST,22118.0,11730.0
17026,23270,11739,Oligo,23270.0,11739.0
17033,21599,11741,Oligo,21599.0,11741.0
17040,23129,11745,Oligo,23129.0,11745.0
17046,21829,11747,Oligo,21829.0,11747.0
17057,20184,11754,Oligo,20184.0,11754.0
17067,23561,11760,Oligo,23561.0,11760.0
17074,20330,11763,Oligo,20330.0,11763.0
17091,21293,11777,VIP,21293.0,11777.0
17109,21841,11783,Oligo,21841.0,11783.0
17132,22253,11791,Oligo,22253.0,11791.0
17143,21167,11796,Oligo,21167.0,11796.0
17157,20147,11804,Oligo,20147.0,11804.0
17171,23543,11812,Oligo,23543.0,11812.0
17175,21104,11816,Oligo,21104.0,11816.0
17176,21396,11814,Oligo,21396.0,11814.0
17202,21721,11829,Oligo,21721.0,11829.0
17203,23489,11829,Oligo,23489.0,11829.0
17212,20790,11833,Oligo,20790.0,11833.0
17226,23745,11839,Oligo,23745.0,11839.0
17228,20378,11841,Oligo,20378.0,11841.0
